id,is_iceberg
209d4b15,0.045080
64b453bd,0.000000
0f5a484e,0.182167
5ac74969,0.878942
736ed43e,0.255193
8533795f,0.262552
f5b54fb6,0.299930
6eb4c041,0.132607
97afdf42,0.605838
1bb488db,0.174359
f132e44d,0.000001
d3c2f140,0.227189
1756794d,0.161477
9efcc11f,0.000000
14c966cf,0.244546
59cfe4d1,0.225803
883151f4,0.251478
34c4c9ff,0.233849
70b4c2eb,0.914912
96a337d9,0.177733
7fe89ffa,0.268309
057c7a22,0.000000
451cc057,0.010937
05076700,0.000000
dc52f6c1,0.000709
b03a59f9,0.007169
129ed4b0,0.183023
fb611563,0.999649
ac32e6f1,0.125885
c05c5ab0,0.291086
3163d5ed,0.000258
02096ca4,0.193659
e92496c0,0.000000
1a9e2c50,0.999750
0864e334,0.796204
d976faeb,0.132569
1d7b342f,0.000450
281bc1ea,0.000000
bea9f0cf,0.325722
f4afa0e6,0.000000
e1b5ef69,0.404805
b50539fd,0.000001
2a8c9c15,0.178463
157ebb0c,0.984096
247d3614,0.000164
0c6cc0cb,0.003597
aae88d39,0.028728
0c77b464,0.160307
963cf5ea,0.284990
1b371d8b,0.840101
225bc00f,0.008669
bc0a4eec,0.000030
1099782e,0.040990
a18feadd,0.967887
ad7f4932,0.001878
5f8f831e,0.601002
b5167c35,0.008070
0230b06d,0.187246
f8d7f7ba,0.003955
08bd1053,0.012373
58e4dc8c,0.000000
4793ce8e,0.121386
304caab4,0.000000
f2ee6d7f,0.194909
e1f9c0e4,0.330282
8e40401c,0.115136
5d9eaba2,0.200138
55e7562c,0.025079
9da6cb4b,0.012766
c3c1c8ec,0.000051
3b38698e,0.002867
6c9eb909,0.029986
482a3d1d,0.015567
0e9918f0,0.633507
ef894fd2,0.000000
4b82e7f7,0.999855
b9cdd7fb,0.008143
94a496f4,0.014949
995eacae,0.571148
41b02e58,0.997351
69f04617,0.030819
c889a03c,0.999908
91f98acf,0.999660
9135c19f,0.999558
1f0e9c09,0.000000
260d6e8e,0.000000
46334397,0.000003
f34ddf31,0.024204
4d6177d7,0.730749
76a57270,0.167881
217b8cea,0.000041
9a45a566,0.016872
1b55c75e,0.000000
7bd92ec6,0.999912
6c409f41,0.153040
df3e48eb,0.017084
62723e57,0.000000
b8e627bf,0.024515
86bb5d85,0.106691
77e5034c,0.408263
607079e5,0.182270
96879fb4,0.000058
6afe606d,0.854832
4129802f,0.999629
a42300ef,0.250552
1af842f5,0.911234
3fe57d78,0.946467
f4e60ed5,0.999492
68c8337b,0.054953
914ed5b5,0.061933
a6bb5987,0.648342
c781c439,0.127617
47a1a25e,0.075370
80ea0713,0.960016
a9d001bc,0.000007
f94d098a,0.122430
3e230e0e,0.001084
24afa485,0.000000
bc37db7f,0.009892
83f99e4d,0.000000
1a8d86f7,0.001447
38136419,0.761138
d393e637,0.166545
36902570,0.915405
327f7b25,0.999122
3f8543c6,0.004349
a0d42a70,0.494753
e07ba430,0.114888
c6e53803,0.096208
fec4dad8,0.110584
933fc5ba,0.597688
c27eda4e,0.999870
9b94d2c2,0.000000
a2dbdb31,0.085167
816258dd,0.208328
81f11218,0.219962
c4bd9d04,0.182598
c6ce9bf9,0.342457
a7b3cc29,0.000002
527870bf,0.112716
9af26068,0.999978
0b591e70,0.999749
2b1e57c5,0.005070
194db786,0.838146
e09ba644,0.999928
fa2ed3e5,0.999833
1ba92726,0.286022
8c8f45b4,0.000000
f8889f44,0.000000
598e255b,0.004282
45f1aa7a,0.104332
022956a3,0.000000
d406064d,0.295906
76617947,0.000000
d0e5dccb,0.220890
33271da6,0.006923
0840e2b1,0.668056
521a9f4d,0.998380
7286b1dc,0.598855
5b6acc2d,0.018524
e034cd34,0.000000
46577660,0.071286
bb4d6f24,0.141438
bfc7a3f2,0.499088
abc66be8,0.059459
3627189f,0.999995
e49a77f6,0.027257
a209d7ee,0.015409
dee69cf6,0.922642
9a6261a0,0.332918
a8e444c6,0.000000
a6a66a28,0.999990
db7022ff,0.006551
0dfb45d9,0.349790
81c983aa,0.000000
a98fb5e1,0.999339
99e004d7,0.000026
d16e5fbb,0.011788
3c352f9e,0.425710
12202699,0.004782
86af0236,0.165001
f3703e6f,0.621773
4a71dc34,0.235640
321edcdc,0.263513
e365a657,0.000000
45755c9c,0.038335
873b0829,0.000049
72ccd009,0.059208
205243d9,0.995124
d9202f36,0.081126
9d0c30b0,0.002395
56644ace,0.034655
c63f527f,0.359119
bb84b9bd,0.998618
6f68caf0,0.156168
8492119b,0.000000
71bde48d,0.998982
d2d6e2ba,0.852320
6f4b309c,0.076404
b3cc5ba3,0.329678
fee39547,0.317136
4893137a,0.999502
e283c4c4,0.295597
25bac62b,0.355628
8fd88dd6,0.000000
b48c104e,0.278433
221d500b,0.006546
8f0de087,0.007961
32342e03,0.012646
a8da99d8,0.000000
93203755,0.348200
d3c88528,0.999746
0d7a17b3,0.040937
bd72f5ec,0.999932
e953c0fd,0.114328
e730b6c6,0.997362
c086033a,0.000366
a521d303,0.000012
b023957a,0.116340
3e0f04e8,0.000000
60647cba,0.000000
2f5c43a8,0.792905
b54ba69b,0.193999
eac962ff,0.098326
7e2a3763,0.000000
9362d863,0.003342
8f1b833c,0.390562
79727ff5,0.001381
62614c75,0.842827
75a03adf,0.028736
cf138392,0.196199
bf467a96,0.004274
c8b34651,0.891544
105a5c54,0.000001
bf6de75c,0.048379
060702c8,0.990241
921bad2c,0.974241
e0d17eb0,0.023510
9a3825c9,0.730569
8eda717f,0.000012
78906e0c,0.999930
c60100ad,0.998268
90a72a52,0.251422
d80e4ed4,0.075707
339cd0d2,0.002648
d99de899,0.241190
357e20d1,0.000001
a4d190da,0.076320
bd226217,0.000610
476e2771,0.999503
4e483506,0.018419
f70ea081,0.969736
4645e56f,0.999883
e6d05940,0.825148
f8b3c6af,0.898699
c89d6aad,0.029906
0cb57f6e,0.131322
86a4be46,0.013588
75e62d7e,0.000007
ebc36374,0.059277
0ebcb731,0.999920
24d000c5,0.104108
f3c9a4f6,0.580822
1bc59730,0.000000
47ea0bff,0.867000
cdeccfdd,0.038624
15e09a1d,0.381702
00652788,0.188114
23649c84,0.006192
91188a77,0.000506
eaca8580,0.506929
4ce9daeb,0.552557
d4220673,0.916239
b6a87aef,0.151401
8333ebed,0.326091
950a3453,0.013160
7074f6c9,0.070937
98a02caf,0.006753
59c8d2b3,0.999966
d99d13bd,0.999636
de86f1cf,0.999795
8f4b1985,0.999438
a7779b04,0.018921
2caeab11,0.198857
16aeea7c,0.052000
b9d19ab9,0.867049
29c5d2fd,0.999993
efcefa55,0.147331
099161c3,0.818864
12b49195,0.062903
96a1ce13,0.996605
67964b4f,0.000000
b61c605c,0.074099
bcfc0f16,0.001293
bf0cb956,0.000709
12f6aa7d,0.217814
f36f3a0c,0.000018
83490492,0.210755
e3b62b60,0.000256
20b27d66,0.999884
25c3ce93,0.769831
67a2ff0b,0.494357
9b2d3c1a,0.998153
8ad51f7d,0.000000
14137b57,0.241501
9ea5aa79,0.000045
5ea1d2dd,0.023038
979c867e,0.984397
7ea1e1b6,0.394624
d65520ba,0.000000
765ad2e2,0.185436
d2957326,0.610088
24349e24,0.000000
fd8a2ae3,0.000041
b282d98e,0.687055
3eaa7a61,0.004832
16533dd4,0.541696
4adb68d7,0.999289
565005b9,0.214830
51d86e0c,0.998341
30635642,0.000048
d9480a60,0.000460
b2647128,0.082139
20478c55,0.998072
caa0d105,0.000269
474f4534,0.263737
d51e3867,0.999273
e5d1bba7,0.341814
e7000b2a,0.131739
78f06b79,0.000000
8a9f4bee,0.980558
3d716bbe,0.163177
6e1ddef1,0.032398
9826f39a,0.093521
3fdc82f7,0.718047
31f013c3,0.125942
97a9df6d,0.022216
10e65294,0.162935
0bdca1a5,0.278148
374037fa,0.253965
1d1a0cec,0.138165
d415c5ad,0.029803
ced1306d,0.006890
f43497f3,0.136798
ffd13a9e,0.999993
6f67148e,0.665283
be322b68,0.275826
af209b44,0.142203
69b53a4a,0.644444
4c085180,0.027342
608cea18,0.023999
f8bebbfd,0.163981
ae16855d,0.000000
dfc700b3,0.897368
e3bdd9ac,0.999946
87a8ea20,0.092751
3c3da9aa,0.343857
76c882d6,0.000000
9e429645,0.906069
7dc9c990,0.000000
f38d53ef,0.281431
e1785b6e,0.019011
80c673fb,0.923850
a8b8c20b,0.591558
6a1ff150,0.897345
2f68d4fe,0.019036
c462ec65,0.999988
c374d5c4,0.392282
d20769b3,0.104201
c467fe4d,0.014772
1356229e,0.038779
b1532127,0.020421
3777ee22,0.999514
4ba6023f,0.999945
08504ae6,0.055126
5e0b4cc5,0.026881
249a0c1f,0.999790
24b3497f,0.130597
9edcf494,0.000000
53297290,0.070356
6d3a269e,0.999363
1b0d38fc,0.000003
02747427,0.643489
38867253,0.941881
c392dbd0,0.538453
8939734c,0.000000
097ba3af,0.000000
30f0f835,0.068412
bdab1bcf,0.078905
1070a984,0.995747
c41b8a90,0.974270
86a3b5cc,0.344443
d0a3719e,0.206848
b1a8067b,0.000262
911bc6aa,0.283502
67a2d0ac,0.148473
11447262,0.041562
12fd1375,0.000000
f2898538,0.063472
0e7355e2,0.000000
bc2c87c8,0.999998
94001156,0.005758
d5855224,0.622255
a3c1a552,0.131017
edcf54fa,0.017381
a28b90eb,0.684645
63cd028f,0.002375
dbc79657,0.143774
bc856bf1,0.088053
c7e25a70,0.082735
9771b119,0.000176
836db0d9,0.001425
f5685d3e,0.179261
bb04299d,0.203365
163a9d23,0.135615
5283c614,0.000000
2276d5d8,0.063216
ccb77e34,0.007756
d4a75bf3,0.125686
e15f46ea,0.008177
992a45ba,0.215397
056e7768,0.000000
a1dc016b,0.024447
38db82cd,0.000682
3295f3ae,0.000033
a6ff3660,0.177980
5981b799,0.999693
2636d79d,0.006369
7a8521e2,0.000000
9b53021d,0.069809
0a37be18,0.999561
a8676e55,0.999994
3488b8fc,0.072503
b86d4006,0.887942
33888635,0.999992
aa9ca5f9,0.033146
08faf0f6,0.000000
5320cd26,0.000056
2c57fdaa,0.215329
d467ce62,0.000536
888a568e,0.996936
88d6c838,0.985371
8f138517,0.004612
e1108dc0,0.000000
9e9cd6c9,0.005496
ab893af4,0.001434
4d4b30ba,0.738280
7ce15e26,0.235995
dbc45500,0.000000
6a0cde3f,0.133388
2658014c,0.017911
08d20604,0.000000
03c83dc9,0.000498
d741ccd1,0.117386
992d48b6,0.000000
b1ea3253,0.999928
da379e69,0.264693
73b429af,0.999637
2aefe712,0.999905
1e3634f9,0.999283
069ee09e,0.004778
a7970f81,0.000000
23084d2e,0.000089
ac57710a,0.980858
02553267,0.605307
0971c6c7,0.084021
cdb7f1fe,0.348228
d3af3f60,0.119044
59daf44b,0.509331
c2169934,0.496580
da03b56e,0.010092
474ea404,0.107813
f686cdc4,0.654046
f865b354,0.089406
106df554,0.068916
e5637171,0.173890
cba8985c,0.004294
cc09c9ce,0.114864
0b85b33f,0.996327
92f20625,0.997440
6b1379dd,0.186784
ed2b1df1,0.016817
325124e4,0.000756
7455c944,0.000000
fd68ccc1,0.178765
8df9100d,0.767180
c406df9b,0.045854
4978870c,0.000000
383f95d6,0.100605
aba96bbf,0.000000
6bba66b4,0.013576
b86fa0c9,0.217860
a2abc369,0.305025
0b40c014,0.031753
d45add48,0.205703
00193999,0.983108
c2f1b710,0.193498
53750c72,0.040889
3137ef1d,0.951036
bc6b8e2a,0.318647
7cb546c6,0.999781
d59a2349,0.000006
04d04b9a,0.171621
05ac1343,0.003501
2917895f,0.005242
342a1d01,0.984621
78309e4b,0.126089
5c1a5aba,0.000000
fae57f79,0.030644
23821d71,0.250600
5780b19d,0.000041
11c67865,0.435529
8564f114,0.269306
ec7d0fdd,0.310109
9a0446b8,0.068097
5f5da69d,0.809529
7a11839b,0.825421
763c9bbf,0.000000
15a7b5c5,0.000007
e9c7e251,0.066695
2555c207,0.071905
ec8d9784,0.000000
08fd9d10,0.120994
9504ae29,0.000536
0b91a24d,0.100107
e62e6cfe,0.995873
5d1291bb,0.323545
b3c1f2e7,0.124034
c6a8db21,0.122183
f2c137fd,0.998621
b61e8155,0.040102
45b9ee35,0.191877
8fe9c49b,0.000169
b98ceb09,0.000000
70c4a435,0.266156
d953d111,0.364295
da7de86e,0.178834
519f8611,0.116921
75eefdc3,0.035906
62412092,0.993342
de8ec010,0.041322
ee6121f8,0.371481
412b66e0,0.544543
7405c131,0.396925
efff4306,0.258307
5658d679,0.000000
617f88fc,0.000042
a120100b,0.000134
0971369e,0.940255
83f7fe7b,0.898570
12437da1,0.000000
8e7f96a5,0.023703
a08237de,0.000000
a013bd6f,0.000003
c6fdd404,0.982575
317e2af4,0.186031
dd9878c0,0.231385
42e76a51,0.999726
022f77e3,0.201946
cada3682,0.999930
53074f1f,0.009115
e6c19679,0.258496
dfb69b8b,0.114476
e1572941,0.003452
8d549cd2,0.005267
6913594d,0.700673
6e528fd6,0.100013
c8b037c7,0.000097
c3b6c880,0.000029
9684ac04,0.000000
6d974acc,0.191778
57b10462,0.462991
b2373298,0.000000
8e946e10,0.927085
6acee7de,0.062160
8ad7cc2f,0.000000
8e6e087e,0.439035
c3e46df5,0.000000
f6983f34,0.650237
8130a3aa,0.001156
0f11be03,0.132587
766073e1,0.132786
e67f6889,0.999812
148a0930,0.000181
b333ff97,0.914849
1c148a28,0.161719
ee0b02d7,0.247380
fa1c5f6d,0.989333
9b12ae1f,0.005377
3bb60b1b,0.146841
096e7594,0.449951
ac98996a,0.021843
1b7b9b9d,0.015468
61b2ac6f,0.467905
2bd414a8,0.525884
73d12826,0.018121
29f7ec33,0.000866
265f8aa8,0.999870
0d6be675,0.085259
a00ecdf6,0.652976
c414328a,0.000000
d47de87e,0.159796
376f984f,0.063347
12a35aa5,0.683548
8ecfd739,0.008805
2cbc30f4,0.214068
aa4bdf31,0.732238
69d18f51,0.995860
50cd4394,0.006979
bda732e1,0.732605
8e77e385,0.020043
49dfd51a,0.142284
b0a3e728,0.272804
518061ec,0.118985
bb306c8c,0.000000
1b2cf099,0.000001
e7c405e4,0.011361
1fc79c9d,0.235313
3427cd60,0.999815
8fc604cd,0.999983
0981acfd,0.000005
512e9c5c,0.166960
ae9f2426,0.000000
a8cd44c8,0.919597
acac91c3,0.999940
35988937,0.383217
2a2dd539,0.073686
3f971e0a,0.000000
7e09131c,0.141878
82726c59,0.189894
ec4c3dbd,0.318605
2a851255,0.000000
2cebdab4,0.997864
013b617b,0.294032
21a8603a,0.249324
fe2f2579,0.144261
df069a3d,0.037707
595f7f57,0.228050
081bdb0a,0.000000
6f8e7b3a,0.067139
d1824fe1,0.000000
3ddc6778,0.146365
57e4244d,0.048081
18e2e176,0.000000
7394cdbc,0.941359
19821b41,0.001335
12e9563c,0.998145
b96c9ed9,0.999923
096d9c1b,0.260582
97454a30,0.998740
43b6c5d3,0.999182
2c58bcc5,0.022321
0c71dc02,0.151190
f7cd79b0,0.095450
922ec513,0.013457
561b6b2c,0.201332
32913f04,0.164204
77aad507,0.008552
d62d5a9c,0.022229
be70bb3d,0.865963
84920252,0.733795
b9623d93,0.038456
ba925eca,0.061615
181ecadf,0.061393
6fbcc9e2,0.134747
57d5b182,0.004002
d3013a36,0.592383
21cafb54,0.121224
d1a6cc74,0.000000
c4017d47,0.000160
22e05854,0.000117
7eb53ec8,0.998980
c77a806d,0.997704
c114c951,0.999779
71495521,0.000000
98bb1260,0.055943
546ec108,0.711670
78f39102,0.000183
26b6379a,0.390796
8cb14c23,0.021815
75892ee1,0.086096
3d31d65f,0.005203
30784a7a,0.000000
efba2a23,0.999899
9fcb2c5a,0.000000
9910ee7e,0.000000
dc97b587,0.050887
7732ca72,0.009553
c4bac1f1,0.680194
a80ddf30,0.000000
fe79c536,0.000007
84e34259,0.999985
7db3b563,0.000000
5e946e6e,0.776470
76881bf4,0.983285
7c606237,0.000000
7aa06d7d,0.736007
0d035cbc,0.421020
0838e69f,0.065327
f6715e39,0.998401
499004bb,0.290277
4cefc9ec,0.000000
ded95f0a,0.996973
073112c9,0.022999
96cb4df4,0.000000
0962de0b,0.999601
cea18b7b,0.999978
75463cb0,0.483501
4a59c201,0.262997
29d46646,0.247149
e6134ca4,0.077471
445ae936,0.997854
420d8dda,0.999989
bae1b5b1,0.114349
9f49327e,0.851024
18b52f62,0.998611
b02bb341,0.000000
e5be8689,0.000000
b5b85b95,0.000004
b94f72e3,0.000690
a79114fd,0.000000
502ffafa,0.999993
b8e274d7,0.374494
e37f8f63,0.000000
c8a5c9d9,0.314810
d574bf84,0.113752
88bc1b71,0.999893
3261e3ee,0.993623
e65424cf,0.302940
706d2090,0.000000
94d4c49c,0.054844
51ba3d48,0.047936
fdd4c395,0.328170
12eed563,0.738745
f93627e8,0.999851
df51a7cd,0.245739
c84092af,0.014510
514a25a2,0.000079
5d421481,0.098387
d3859efd,0.999319
eb024725,0.000000
0d8537a5,0.033824
fe708ff7,0.143556
1790bbf0,0.245595
8a30487e,0.242198
70a01d16,0.235657
89bb7fca,0.843973
398c1300,0.000000
41b43c73,0.000160
72d2839a,0.020480
beeb98cf,0.000003
c409f194,0.558692
0c654278,0.010181
fb155295,0.997401
103d1e1d,0.999957
6c755ff3,0.000000
3722a062,0.647855
90611922,0.203335
77b432f1,0.999982
ccf53246,0.998535
4c52089f,0.154046
81e05676,0.017926
732c51d0,0.003315
b60c6094,0.141190
2e9db48a,0.999918
68cdc732,0.010160
e1f9dbd9,0.000025
31fd12b9,0.092997
72bd3e45,0.496860
84e2f1ab,0.155425
b4b6d3d0,0.024296
874d507a,0.155150
44775bac,0.246771
83dfaf91,0.049666
a9a1cc1e,0.000017
227de452,0.000000
14519bcf,0.000000
970a9821,0.503259
e84230ac,0.000000
550e4ebc,0.094846
5e98d635,0.000039
667d386b,0.034723
503fefff,0.220289
08bcb429,0.079777
90c293d2,0.051361
bbc84c36,0.658626
3facaac6,0.064984
e8d1bc63,0.074887
0ba50202,0.080377
9d947517,0.000000
e084ed8f,0.000013
7051b370,0.000000
910f551e,0.096937
8d238915,0.107211
e7238f30,0.000000
a658f1ba,0.459453
0b4e7093,0.968876
4d59af79,0.088283
99a7b417,0.465957
e5798365,0.006721
078c699f,0.201269
b2cd6017,0.251173
89b3960f,0.022907
104d981d,0.999394
05e410e9,0.072217
44556da6,0.031902
207e5145,0.010564
390ddfc0,0.000000
2e82728f,0.078331
4245d2cc,0.018760
d43a187c,0.582123
52b60236,0.000000
cc22996f,0.168656
bf08f16a,0.000325
47dea2c3,0.224246
22ac0bab,0.582687
49c670ad,0.000018
1040e727,0.000177
f39933c4,0.003118
30474ea4,0.995135
73978670,0.549519
527ad437,0.999984
78f83e41,0.147296
12921cf8,0.965559
b960192b,0.000000
9dfaf61b,0.000000
cec954d2,0.000000
00bb437f,0.047274
06458d98,0.020100
37ba4455,0.201316
2feeeaf3,0.999766
06c83a48,0.003421
dfe4fd55,0.000017
0b7fb9da,0.000000
52d1ae5f,0.000000
0ef51267,0.074028
0d9822ce,0.998417
bcad7099,0.000000
a26a7454,0.661117
93b7cc9d,0.906544
dcd0ddc6,0.217882
16655d5c,0.150793
2a6150ae,0.001913
601fa9bc,0.015803
3644a31b,0.087226
396254ec,0.206711
b01bf536,0.640435
ff13313c,0.236599
18c308c7,0.395525
50b69cc6,0.009884
76bd6e6a,0.015532
74c587bb,0.343041
11b26a63,0.112003
bf2bc384,0.137961
075634d5,0.000000
7b1e388b,0.000093
8eb02fc2,0.079616
5b09ed4a,0.006723
371b935e,0.997136
7a1cbaab,0.060083
c5c72595,0.999747
c5ea95c0,0.571031
a5b61d35,0.014809
2c252c46,0.071070
7d8e52d9,0.133081
13fe65d5,0.381474
a3d2abc6,0.008259
9248daa9,0.795141
605470fc,0.044890
38717ccd,0.965235
1144cbd0,0.999273
6d32e09b,0.886648
89b138f7,0.000000
a83f69a4,0.061168
68b7f89d,0.298564
a0998397,0.309169
7e20006f,0.000000
93b12419,0.985208
475c5a35,0.052688
67f42c90,0.126166
45a114e0,0.078739
41a59ee9,0.299552
6c2c6a39,0.026805
9f840a7d,0.000000
2ad5ee96,0.045720
cb8b875e,0.999971
2283d088,0.001131
545f8210,0.000000
7eeed38a,0.886678
be77b9e7,0.000191
16ec40a3,0.376425
b7e74bcf,0.826759
8a36acfd,0.873254
d2e5b493,0.999998
bd88797b,0.000000
78566a26,0.000009
32449528,0.099930
5f6ffdad,0.630070
38bdc33c,0.125832
f88a9ed3,0.006654
c1fe2103,0.000000
63f7ddd9,0.000006
97e123d2,0.073961
7d078228,0.010023
6b43e60f,0.999997
e07665a4,0.537556
4da0c147,0.000000
1d2474a1,0.110239
f39a3050,0.000693
aaeb3f89,0.004332
daa3d1e9,0.011301
23cad3ed,0.999986
dc8fd92d,0.959482
994a2787,0.000058
5009ce8c,0.998958
95ba90c7,0.000000
bb176f20,0.000000
57ccd603,0.002270
c3767f5b,0.995879
076492b4,0.005919
68864007,0.185500
fb124dd7,0.139723
c59fbfc0,0.000000
ddce9f51,0.006197
c459dbf6,0.228049
1a39b44e,0.808475
a31f8519,0.000000
29ff4d55,0.000050
c0a87a44,0.104986
aa07ea34,0.000000
ed7b77f3,0.999663
ccb10918,0.010968
aba1f2cc,0.004479
0c4b7ce6,0.006497
26a29fae,0.000000
6a1a9b91,0.334673
fda0d9b3,0.002311
2f7da2f9,0.633769
948317c5,0.061693
df315de0,0.039639
51762e5e,0.003413
9be1f9d4,0.000941
b20f16ca,0.006800
24f677ab,0.203571
19d36f67,0.000000
db098e36,0.523293
3ab323b5,0.364021
db204654,0.106794
f0b7c362,0.367884
9c36083a,0.881496
00247e48,0.999999
99064331,0.384356
fb023b97,0.013234
834a13a2,0.000054
b4fb7c3b,0.023537
cccc91e5,0.011070
e777f5c4,0.000000
8a367850,0.000000
01aee49b,0.999955
09a3f3cb,0.039442
b7837a99,0.996958
0e5c18fe,0.000010
433d92a6,0.000025
d8c1c90e,0.001579
5cf350ea,0.224674
9e6adfeb,0.000004
398c373b,0.000000
8e1cb96b,0.507570
c0ab7de5,0.000001
b7519f43,0.214498
54d7929f,0.000000
222a4407,0.085313
4cd8d439,0.159800
ac31d9e4,0.350976
0c51475f,0.000000
926b4b5d,0.999618
3072aeb4,0.976597
5508aabc,0.000000
7ff080c1,0.923316
c8137158,0.001679
73f4c54a,0.737735
0ab19c8d,0.225755
57c090c7,0.519157
b3f4d7c8,0.999907
d4a81cf9,0.195947
497c4ff8,0.007933
8949311b,0.998944
d4f17d1d,0.080453
cbd015d6,0.000000
4ff7d773,0.410103
5950d2f6,0.024971
f0b4c564,0.007257
4727e088,0.464215
2c9b195c,0.383206
04c441b0,0.460984
9f1e2246,0.148733
3bf56119,0.263249
385033f6,0.500277
1e14e9eb,0.128623
4ec14d05,0.014867
d16ffa50,0.053533
6f2147d7,0.001966
13540275,0.999280
280aaa6c,0.020588
63d6fcf6,0.193894
e1130afc,0.099916
8915b349,0.064946
02cb6179,0.999737
816084ef,0.039299
e83e27ef,0.078593
9928b6cb,0.019617
398c44d5,0.153847
4e9944c8,0.067891
ade738c7,0.002293
df106f1f,0.075550
707c42f2,0.000000
c7d6c968,0.644010
2f62a2d3,0.000000
58a62136,0.046261
